Verb,Function,Level_1,Level_2,Level_3,
写生,,社会活动,文教,绘画,
微不足道,,性质与状态,性质,主次,
微不足道,,性质与状态,性质,荣辱,
坐下,,生物活动,肢体动作,坐立,
反射,,运动与变化,自然现象变化,照射发光,
无济于事,,性质与状态,性质,利弊,
屠杀,,社会活动,司法,违法,
侦查,,社会活动,管理,调查考评,
惯用,,生物活动,生活工作,使用,
禀告,,社会活动,社交,表达,
靠近,,运动与变化,方位变化,靠近相隔,
靠近,,性质与状态,性状,远近,
选用,,社会活动,管理,任免,
无所不知,,性质与状态,才品,能庸,
交易,,社会活动,经贸,贸易,
收到,,运动与变化,事态变化,结束,
鉴别,,生物活动,生活工作,使用,
发威,,生物活动,生活工作,参与,
塞,,生物活动,肢体动作,放置,
阐发,,社会活动,社交,表达,
捏造,,生物活动,生活工作,惹事,
拍板,,社会活动,管理,议决,
拍板,,社会活动,文教,演出,
愤愤不平,,生物活动,心理活动,愤怒,
挽留,,社会活动,社交,介绍,
善待,,社会活动,社交,介绍,
不幸,,生物活动,际遇,不顺,
注,,生物活动,肢体动作,洗擦浇汲,
注,,社会活动,文教,研究,
注,,运动与变化,方位变化,流动浸泡,
审定,,社会活动,管理,调查考评,
抠,,生物活动,肢体动作,切割,
抠,,社会活动,文教,研究,
抠,,性质与状态,才品,公私,
和好,对待,性质与状态,性质,亲疏,
疑虑,,生物活动,心理活动,相信怀疑,
沉醉,,生物活动,心理活动,沉迷,
不吝,对待,生物活动,心理活动,爱护,
欺压,,社会活动,争斗,欺负瞒骗,
明知,,生物活动,心理活动,了解,
撒野,,生物活动,生活工作,惹事,
歪曲,,生物活动,生活工作,惹事,
悲泣,,生物活动,表情,哭笑,
限于,,社会活动,争斗,纠缠,
蹲,,生物活动,肢体动作,坐立,
求之不得,,生物活动,心理活动,希望,
抿嘴,,生物活动,头部动作,嘴动,
抿嘴,,生物活动,头部动作,嘴动,
未置可否,对待,生物活动,心理活动,忽视,
制,,社会活动,生产,建造,
制,,社会活动,争斗,纠缠,
美化,,社会活动,社交,说话,
心慈手软,对待,性质与状态,才品,善恶,
光顾,,生物活动,生活工作,走动,
乱,,性质与状态,情状,齐乱,
敬谢不敏,对待,生物活动,心理活动,悲伤,
鉴定,,社会活动,管理,调查考评,
上演,,社会活动,文教,演出,
促使,,运动与变化,事态变化,进行,
喝采,对象,生物活动,头部动作,叫喊,
无足轻重,,性质与状态,性质,主次,
痴缠,对象,社会活动,斗争,纠缠,
领略,,生物活动,心理活动,了解,
愧,,生物活动,心理活动,害怕,
撤除,,社会活动,管理,禁止,
上缴,,社会活动,经贸,投资,
上缴,,社会活动,帮助,取予,
求全责备,,生物活动,心理活动,希望,
宽,,性质与状态,形貌,宽窄,
宽,,性质与状态,才品,公私,
宽,,性质与状态,情状,贫富,
体检,,社会活动,文教,医治,
恶言相向,对象,社会活动,社交,批评,
斯文,,性质与状态,才品,慎疏,
放在眼里,范围,生物活动,心理活动,关注,
远观,对象,生物活动,头部动作,看听嗅,
始乱终弃,,性质与状态,才品,高下,
拼,,生物活动,生活工作,生活,
拼,,运动与变化,方位变化,结合,
掉,,生物活动,际遇,迷失,
掉,,运动与变化,方位变化,垂陷落塌,
考证,,社会活动,文教,教学,
考证,,社会活动,文教,研究,
无力,对待,生物活动,心理活动,悲伤,
统,,社会活动,管理,掌控,
涌现,,运动与变化,事态变化,出现,
护短,,社会活动,争斗,结伙,
考评,,社会活动,管理,调查考评,
确保,,生物活动,生活工作,参与,
退还,,社会活动,帮助,取予,
开拓,,社会活动,生产,耕作,
善,,性质与状态,才品,善恶,
善,,性质与状态,才品,能庸,
祸,,运动与变化,判断,有害,
和言悦色,对待,性质与状态,才品,刚柔,
谦和,,性质与状态,才品,谦傲,
秘而不宣,,性质与状态,性质,显隐,
容情,,生物活动,心理活动,爱护,
对付,,社会活动,社交,介绍,
对付,,性质与状态,性质,对错,
操,,生物活动,肢体动作,拿掀,
操,,生物活动,生活工作,参与,
操,,社会活动,社交,说话,
赐予,,社会活动,帮助,赠送,
承包,,生物活动,生活工作,参与,
肯,,生物活动,心理活动,愿意,
移交,,社会活动,帮助,取予,
供奉,,社会活动,信仰,礼拜,
听从,,社会活动,帮助,协商,
始,,运动与变化,事态变化,开始,
着眼,,生物活动,心理活动,思考,
预设,,生物活动,心理活动,思考,
无感,对待,生物活动,心理活动,厌恶,
扶,,生物活动,肢体动作,拿掀,
扶,,社会活动,帮助,帮助,
还击,,社会活动,战争,抵抗,
记仇,,生物活动,心理活动,厌恶,
吭,,社会活动,社交,说话,
奈何,,生物活动,心理活动,悲伤,
写道,对象,社会活动,社交,表达,
交纳,,社会活动,经贸,投资,
限定,,社会活动,争斗,纠缠,
反问,,社会活动,社交,表达,
盯视,,生物活动,头部动作,看听嗅,
认罪,,社会活动,司法,诉讼,
别有用心,,性质与状态,才品,诚伪,
赎罪,,社会活动,社交,感谢道歉,
心有所属,对待,生物活动,心理活动,喜欢,
弹劾,,社会活动,司法,诉讼,
训诫,,社会活动,文教,教学,
眨巴,,生物活动,头部动作,眼动,
啰嗦,对象,社会活动,社交,说话,
坚信不移,对待,生物活动,心理活动,相信怀疑,
回国,,社会活动,交通,经抵,
利诱,,社会活动,争斗,侵害,
迁怒,,生物活动,心理活动,愤怒,
销毁,,社会活动,管理,处理,
软禁,,社会活动,司法,惩办,
艳羡,,生物活动,心理活动,喜欢,
勾引,,社会活动,争斗,侵害,
唯命是听,,性质与状态,才品,刚柔,
直射,,运动与变化,自然现象变化,照射发光,
胡扯,,社会活动,社交,说话,
跟随,,生物活动,生活工作,走动,
喜悦,,生物活动,心理活动,高兴,
恭而敬之,对待,性质与状态,才品,谦傲,
操作,,生物活动,生活工作,参与,
操作,,社会活动,生产,加工,
舔,,生物活动,头部动作,嘴动,
补课,,社会活动,文教,教学,
开播,,社会活动,生产,耕作,
开播,,运动与变化,事态变化,传播,
扰乱,,社会活动,争斗,纠缠,
分解,,社会活动,文教,研究,
现有,,运动与变化,判断,有无,
尽孝,,生物活动,生活工作,参与,
买卖,,社会活动,经贸,买卖,
盲目,,性质与状态,才品,智愚,
等闲视之,,生物活动,心理活动,忽视,
书写,,社会活动,文教,写作,
不拘,对待,性质与状态,才品,庄谐,
晃动,,运动与变化,方位变化,移动,
扑面而来,,运动与变化,方位变化,接触,
嘶叫,,生物活动,头部动作,叫喊,
重述,,社会活动,社交,表达,
怒不可遏,,生物活动,心理活动,愤怒,
无妨,关涉,性质与状态,性质,主次,
修,对象,社会活动,生产,建造,
发扬,,生物活动,生活工作,造福补救,
指明,,运动与变化,事态变化,出现,
收敛,,社会活动,争斗,纠缠,
吝啬,,性质与状态,才品,公私,
千谢万谢,,社会活动,社交,感谢道歉,
垂爱,,生物活动,心理活动,喜欢,
快,,生物活动,心理活动,高兴,
快,,性质与状态,知觉,利钝,
快,,性质与状态,性状,快慢,
快,,性质与状态,才品,刚柔,
快,,性质与状态,才品,智愚,
忌恨,,生物活动,心理活动,厌恶,
钉,,生物活动,肢体动作,按触,
钉,,生物活动,生活工作,起居,
发号施令,,社会活动,管理,宣布,
参股,,社会活动,经贸,买卖,
转化,,运动与变化,物态变化,变化,
欣喜,,生物活动,心理活动,高兴,
洒,,生物活动,肢体动作,洗擦浇汲,
洒,,运动与变化,方位变化,分散,
解剖,,社会活动,文教,研究,
解剖,,社会活动,文教,医治,
研读,,社会活动,文教,阅读,
伟大,,性质与状态,性质,荣辱,
听命,,社会活动,帮助,协商,
相识,,生物活动,心理活动,了解,
委以重任,对象,社会活动,管理,任免,
侦破,对象,社会活动,管理,调查考评,
获,,运动与变化,事态变化,结束,
痛恶,,生物活动,心理活动,厌恶,
跳脚,,生物活动,肢体动作,蹬踢,
抚育,,社会活动,帮助,养育,
缴,,社会活动,经贸,投资,
缴,,社会活动,战争,攻占,
指指戳戳,对象,社会活动,社交,说话,
软弱,,性质与状态,性状,健弱,
软弱,,性质与状态,性质,强弱,
暂缓,,运动与变化,事态变化,推迟,
一边倒,,生物活动,心理活动,反对赞成,
称得上,,运动与变化,判断,是作,
分成,,社会活动,经贸,买卖,
相,,生物活动,头部动作,看听嗅,
冷若冰霜,对待,性质与状态,才品,谦傲,
戏弄,,社会活动,争斗,欺负瞒骗,
非礼,,社会活动,司法,违法,
非礼,,性质与状态,才品,谦傲,
贬斥,,社会活动,管理,任免,
咆,对象,生物活动,头部动作,叫喊,
晓以,对象,社会活动,管理,宣布,
练习,,社会活动,文教,学习,
张扬,,生物活动,生活工作,惹事,
张扬,,社会活动,管理,宣传,
惭愧,,生物活动,心理活动,害怕,
表彰,,社会活动,管理,奖惩,
询价,对象,社会活动,经贸,买卖,
欺,,社会活动,争斗,欺负瞒骗,
欺,,运动与变化,方位变化,靠近相隔,
依附,,生物活动,生活工作,生活,
依附,,运动与变化,判断,归属,
捍卫,,社会活动,战争,守卫,
退缩,,生物活动,生活工作,走动,
观,,生物活动,头部动作,看听嗅,
停火,,运动与变化,事态变化,结束,
削,,生物活动,肢体动作,切割,
倒戈相向,对象,社会活动,战争,投降,
相宜,,性质与状态,性质,对错,
幸灾乐祸,,社会活动,争斗,欺负瞒骗,
扶助,,社会活动,帮助,帮助,
巡查,,社会活动,管理,调查考评,
巡查,,社会活动,战争,守卫,
扑鼻而来,对象,运动与变化,方位变化,接触,
盯防,对象,社会活动,战争,守卫,
协商,,社会活动,帮助,协商,
操控,,社会活动,管理,掌控,
操控,,社会活动,生产,加工,
联想,,生物活动,心理活动,思考,
仰望,,生物活动,头部动作,看听嗅,
充分,,性质与状态,性状,多少,
寻觅,,生物活动,生活工作,走动,
主演,,社会活动,文教,演出,
迷惑不解,对待,生物活动,心理活动,沉迷,
催促,对象,社会活动,社交,表达,
拳脚交加,对象,社会活动,斗争,动武,
死心眼,对待,性质与状态,才品,巧拙,
妒恨,,生物活动,心理活动,喜欢,
傲慢,,性质与状态,才品,谦傲,
了无,,运动与变化,判断,有无,
絮叨,,社会活动,社交,说话,
作弄,,社会活动,争斗,欺负瞒骗,
出价,,社会活动,经贸,买卖,
莫名其妙,,性质与状态,性质,常异,
刻骨铭心,,生物活动,心理活动,回忆,
当之无愧,,生物活动,心理活动,安心,
规避,,运动与变化,事态变化,未然,
派出,,社会活动,管理,调动,
登,,生物活动,肢体动作,穿脱,
登,,生物活动,肢体动作,走跑,
登,,生物活动,肢体动作,蹬踢,
登,,生物活动,生活工作,走动,
自语,,社会活动,社交,说话,
尴尬,,生物活动,际遇,不顺,
耍赖,,社会活动,社交,表达,
乐此不疲,,生物活动,心理活动,沉迷,
执守,对待,社会活动,争斗,欺负瞒骗,
饶,,生物活动,心理活动,爱护,
施恩,,社会活动,帮助,帮助,
宣说,对象,社会活动,管理,宣布,
问好,,社会活动,社交,问候,
折,,生物活动,肢体动作,拉扯,
折,,生物活动,际遇,收益,
折,,社会活动,交通,经抵,
折,,运动与变化,物态变化,损坏,
深切,,性质与状态,性质,重轻,
招认,,社会活动,司法,诉讼,
坐视不理,对待,生物活动,心理活动,忽视,
测量,,社会活动,生产,勘探,
嘉奖,,社会活动,管理,奖惩,
否决,,社会活动,管理,议决,
输送,,社会活动,交通,运输,
输送,,社会活动,帮助,取予,
装修,,社会活动,生产,装修,
开骂,对象,社会活动,争斗,辩说,
直言相告,对象,社会活动,社交,说话,
辩,,社会活动,争斗,辩说,
看成,,运动与变化,判断,是作,
剩,,运动与变化,判断,有无,
查询,,社会活动,管理,调查考评,
查询,,社会活动,社交,表达,
亲密,,性质与状态,性质,亲疏,
趋,,生物活动,肢体动作,走跑,
动脑筋,,生物活动,心理活动,思考,
瞎说,,社会活动,社交,说话,
奉送,,社会活动,帮助,赠送,
怀想,,生物活动,心理活动,回忆,
惊慌,,生物活动,心理活动,害怕,
污蔑,,社会活动,社交,批评,
祭奠,,生物活动,生活工作,丧葬,
误导,,社会活动,文教,教学,
扫描,,社会活动,生产,印刷出版,
束缚,,社会活动,争斗,纠缠,
变为,,运动与变化,物态变化,变化,
语,,社会活动,社交,说话,
语,,社会活动,社交,表达,
竞争,,社会活动,文教,比赛,
痛惜,,生物活动,心理活动,爱护,
入手,,运动与变化,事态变化,开始,
奖赏,,社会活动,管理,奖惩,
豁免,,社会活动,管理,禁止,
温存,,社会活动,社交,赞赏-祝贺-劝慰,
温存,,性质与状态,才品,刚柔,
道贺,,社会活动,社交,赞赏-祝贺-劝慰,
起哄,,社会活动,争斗,辩说,
搪塞,,社会活动,社交,介绍,
高看,,生物活动,心理活动,关注,
合法化,,运动与变化,物态变化,变化,
有增无减,,运动与变化,数量变化,增加,
无惧,对待,性质与状态,才品,坚懦,
隔,,运动与变化,方位变化,靠近相隔,
恭贺,,社会活动,社交,赞赏-祝贺-劝慰,
申明,,社会活动,社交,表达,
泄愤,,生物活动,心理活动,愤怒,
踌躇,,生物活动,心理活动,犹豫决意,
商量,,社会活动,帮助,协商,
戒,,运动与变化,事态变化,未然,
戒,,运动与变化,数量变化,消除,
评头品足,,社会活动,管理,调查考评,
抱憾,,生物活动,心理活动,悲伤,
考查,,社会活动,管理,调查考评,
考查,,社会活动,文教,教学,
抬爱,对待,社会活动,社交,赞赏-祝贺-劝慰,
恶毒,,性质与状态,才品,善恶,
召唤,,社会活动,管理,宣传,
盯梢,,生物活动,生活工作,走动,
酬报,,社会活动,社交,感谢道歉,
吐槽,对象,生物活动,心理活动,厌恶,
怨声载道,对象,生物活动,心理活动,厌恶,
入迷,,生物活动,心理活动,沉迷,
溜,,生物活动,头部动作,看听嗅,
溜,,生物活动,全身动作,翻滚,
溜,,生物活动,生活工作,饮食,
溜,,生物活动,生活工作,走动,
回眸,,生物活动,头部动作,看听嗅,
转向,,运动与变化,物态变化,变化,
评选,,社会活动,管理,任免,
捉弄,,社会活动,争斗,欺负瞒骗,
忿怒,对待,生物活动,心理活动,愤怒,
逼迫,,社会活动,争斗,侵害,
残存,,运动与变化,判断,有无,
利,,运动与变化,判断,有利,
利,,性质与状态,知觉,利钝,
开屏,,生物活动,肢体动作,按触,
错爱,,社会活动,社交,赞赏-祝贺-劝慰,
惯有,对待,性质与状态,性质,常异,
